species	OTU
LN613119-1-1411-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Comamonadaceae-Leptothrix-Leptothrix-cholodnii	otu914
AF532868-1-1467-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Comamonadaceae-Variovorax-Variovorax-paradoxus	otu915
DI247853-1-1510-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Comamonadaceae-Polaromonas-Polaromonas-naphthalenivorans-CJ2	otu916
KC987015-1-1502-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Comamonadaceae-Polaromonas-Polaromonas-sp-TP-Snow-C85	otu917
JN104584-1-1392-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Comamonadaceae-Acidovorax-Acidovorax-sp-J9-2011-	otu918
JN601517-1-1434-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Comamonadaceae-Acidovorax-Acidovorax-avenae	otu919
JX875535-1-1492-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Comamonadaceae-Acidovorax-Acidovorax-citrulli	otu920
MF565842-1-1425-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Comamonadaceae-Diaphorobacter-Acidovorax-ebreus	otu921
AJ418042-1-1502-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Comamonadaceae-Alicycliphilus-Alicycliphilus-denitrificans	otu922
KP824047-1-1362-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Comamonadaceae-Verminephrobacter-Verminephrobacter-eiseniae	otu923
AJ420323-1-1483-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Comamonadaceae-Acidovorax-Acidovorax-delafieldii	otu924
JN085957-1-1407-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Comamonadaceae-Comamonas-Comamonas-sp-M3	otu925
AF532871-1-1460-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Comamonadaceae-Comamonas-Comamonas-testosteroni	otu926
JN571080-1-1444-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Comamonadaceae-Delftia-Burkholderiales-bacterium-A7	otu927
AF538930-1-1485-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Comamonadaceae-Delftia-Delftia-acidovorans	otu928
KP099963-1-1455-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Comamonadaceae-Methylibium-Methylibium-petroleiphilum	otu929
AY455809-1-1390-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Comamonadaceae-Thiomonas-Thiomonas-intermedia	otu930
JN885795-1-1394-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Comamonadaceae-Thiomonas-Thiomonas-sp-FB-Cd	otu931
AJ243144-1-1510-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Hydrogenophilaceae-Thiobacillus-Thiobacillus-denitrificans	otu932
KU382382-1-1348-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Methylophilaceae-UBA6140-Methylophilales-bacterium-LSUCC0135	otu933
AB698738-1-1502-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Methylophilaceae-Methylophilus-Methylotenera-mobilis	otu934
MF471477-1-1450-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Methylophilaceae-Methylobacillus-Methylobacillus-flagellatus	otu935
EU876580-1-1315-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Methylophilaceae-Methylovorus-Methylovorus-sp-MP618	otu936
LC368136-1-1368-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Methylophilaceae-Methylotenera-Methylotenera-sp-	otu937
EU421141-1-1387-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Aquaspirillaceae-Laribacter-Laribacter-hongkongensis	otu938
JN315889-1-1522-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Chromobacteriaceae-Chromobacterium-Chromobacterium-violaceum	otu939
HZ486402-10-1532-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Neisseriaceae-Simonsiella-Simonsiella-muelleri	otu940
GQ422740-1-1516-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Neisseriaceae-Eikenella-Eikenella-corrodens	otu941
AJ239280-1-1355-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Neisseriaceae-Neisseria-Neisseria-flavescens	otu942
AJ239300-1-1355-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Neisseriaceae-Neisseria-Neisseria-cinerea	otu943
AX201180-9-1529-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Neisseriaceae-Neisseria-Neisseria-gonorrhoeae	otu944
AF522556-1-1471-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Neisseriaceae-Neisseria-Neisseria-meningitidis	otu945
AJ239282-1-1355-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Neisseriaceae-Neisseria-Neisseria-mucosa	otu946
AJ239293-1-1355-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Neisseriaceae-Neisseria-Neisseria-sicca	otu947
AJ239305-1-1355-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Neisseriaceae-Neisseria-Neisseria-lactamica	otu948
AJ239314-1-1355-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Neisseriaceae-Neisseria-Neisseria-polysaccharea	otu949
AJ239291-1-1355-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Neisseriaceae-Neisseria-Neisseria-subflava	otu950
MF480366-1-1533-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Neisseriaceae-Neisseria-Neisseria-sp-	otu951
FJ823141-1-1435-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Neisseriaceae-Kingella-Kingella-oralis	otu952
JN175349-1-1416-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Neisseriaceae-Neisseria-Neisseria-elongata-subsp-nitroreducens	otu953
AB772209-1-1379-Bacteria-Proteobacteria-Gammaproteobacteria-Burkholderiales-Oxalobacteraceae-Candidatus-Zinderia-Candidatus-Zinderia-insecticola	otu954
EF450250-1-1459-Bacteria-Proteobacteria-Gammaproteobacteria-Gammaproteobacteria-Incertae-Sedis-Unknown-Family-Candidatus-Carsonella-Candidatus-Carsonella-ruddii	otu955
FJ812038-1-1267-Bacteria-Proteobacteria-Gammaproteobacteria-Chromatiales-Chromatiaceae-Allochromatium-Allochromatium-vinosum-DSM-180	otu956
L35510-1-1483-Bacteria-Proteobacteria-Gammaproteobacteria-Nitrococcales-Nitrococcaceae-Nitrococcus-Nitrococcus-mobilis	otu957
CP000453-368208-369739-Bacteria-Proteobacteria-Gammaproteobacteria-Nitrococcales-Halorhodospiraceae-Alkalilimnicola-Alkalilimnicola-ehrlichii-MLHE-1	otu958
FN293051-1-1468-Bacteria-Proteobacteria-Gammaproteobacteria-Nitrococcales-Halorhodospiraceae-Halorhodospira-Halorhodospira-halophila	otu959
KJ914892-1-1388-Bacteria-Proteobacteria-Gammaproteobacteria-Beggiatoales-Beggiatoaceae-uncultured-Beggiatoa-sp-OCN076	otu960
JN166981-1-1438-Bacteria-Proteobacteria-Gammaproteobacteria-Methylococcales-Methylococcaceae-Methylococcus-Methylococcus-capsulatus	otu961
NR_074791-1-Nitrosococcus-watsonii-strain-C-113-16S-ribosomal-RNA-partial-sequence	otu962
KU860098-1-1516-Bacteria-Proteobacteria-Gammaproteobacteria-Nitrosococcales-Nitrosococcaceae-Nitrosococcus-Nitrosococcus-watsonii	otu963
AJ298748-1-1427-Bacteria-Proteobacteria-Gammaproteobacteria-Nitrosococcales-Nitrosococcaceae-Nitrosococcus-Nitrosococcus-halophilus	otu964
AJ298727-1-1207-Bacteria-Proteobacteria-Gammaproteobacteria-Nitrosococcales-Nitrosococcaceae-Nitrosococcus-Nitrosococcus-oceani	otu965
FJ154522-1-1358-Bacteria-Proteobacteria-Gammaproteobacteria-Acidithiobacillales-Acidithiobacillaceae-Acidithiobacillus-Acidithiobacillus-caldus	otu966
JN224813-1-1305-Bacteria-Proteobacteria-Gammaproteobacteria-Acidithiobacillales-Acidithiobacillaceae-Acidithiobacillus-Acidithiobacillus-ferrooxidans	otu967
AF536763-1-1453-Bacteria-Proteobacteria-Gammaproteobacteria-Xanthomonadales-Xanthomonadaceae-Xylella-Xylella-fastidiosa	otu968
X95918-1-1500-Bacteria-Proteobacteria-Gammaproteobacteria-Xanthomonadales-Xanthomonadaceae-Xanthomonas-Xanthomonas-albilineans	otu969
X95919-1-1502-Bacteria-Proteobacteria-Gammaproteobacteria-Xanthomonadales-Xanthomonadaceae-Xanthomonas-Xanthomonas-axonopodis	otu970
JN084034-1-1456-Bacteria-Proteobacteria-Gammaproteobacteria-Xanthomonadales-Xanthomonadaceae-Stenotrophomonas-Stenotrophomonas-maltophilia	otu971
JN082748-1-1459-Bacteria-Proteobacteria-Gammaproteobacteria-Xanthomonadales-Xanthomonadaceae-Stenotrophomonas-Stenotrophomonas-sp-NR17	otu972
JN109173-1-1460-Bacteria-Proteobacteria-Gammaproteobacteria-Xanthomonadales-Xanthomonadaceae-Xanthomonas-Xanthomonas-citri-pv-punicae	otu973
JN164700-1-1503-Bacteria-Proteobacteria-Gammaproteobacteria-Xanthomonadales-Xanthomonadaceae-Xanthomonas-Xanthomonas-campestris	otu974
JQ081066-1-1502-Bacteria-Proteobacteria-Gammaproteobacteria-Xanthomonadales-Xanthomonadaceae-Xanthomonas-Xanthomonas-oryzae-pv-oryzae	otu975
ACPX01000200-183-1729-Bacteria-Proteobacteria-Gammaproteobacteria-Xanthomonadales-Xanthomonadaceae-Xanthomonas-Xanthomonas-fuscans-subsp-aurantifolii-str-ICPB-11122	otu976
KU301874-1-1379-Bacteria-Proteobacteria-Gammaproteobacteria-Xanthomonadales-Xanthomonadaceae-Xanthomonas-Xanthomonas-euvesicatoria	otu977
JN175334-1-1533-Bacteria-Proteobacteria-Gammaproteobacteria-Halothiobacillales-Halothiobacillaceae-Halothiobacillus-Halothiobacillus-neapolitanus	otu978
HZ485251-8-1521-Bacteria-Proteobacteria-Gammaproteobacteria-Cardiobacteriales-Cardiobacteriaceae-Cardiobacterium-Cardiobacterium-hominis	otu979
JN175347-1-1460-Bacteria-Proteobacteria-Gammaproteobacteria-Cardiobacteriales-Cardiobacteriaceae-Dichelobacter-Dichelobacter-nodosus	otu980
LC306679-1-1524-Bacteria-Proteobacteria-Gammaproteobacteria-EPR3968-O8a-Bc78-uncultured-Thioalkalivibrio-sp-	otu981
CP000488-1081270-1082807-Bacteria-Proteobacteria-Gammaproteobacteria-Pseudomonadales-Thioglobaceae-Candidatus-Ruthia-Candidatus-Ruthia-magnifica-str-Cm-Calyptogena-magnifica-	otu982
AY520560-1-1494-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Kangiellaceae-Kangiella-Kangiella-koreensis	otu983
X87339-1-1489-Bacteria-Proteobacteria-Gammaproteobacteria-Nitrosococcales-Methylophagaceae-Methylophaga-Methylophaga-thalassica	otu984
ABXT01000035-103-1622-Bacteria-Proteobacteria-Gammaproteobacteria-Nitrosococcales-Methylophagaceae-Methylophaga-Methylophaga-thiooxydans-DMS010	otu985
JQ069974-1-1494-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Alteromonadaceae-Paraglaciecola-Glaciecola-sp-BSw21916	otu986
GU474929-20802-22323-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Alteromonadaceae-Alteromonas-uncultured-Alteromonadales-bacterium-HF4000_16C08	otu987
AJ414399-1-1324-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Alteromonadaceae-Alteromonas-Alteromonas-macleodii-subsp-fijiensis	otu988
X82134-1-1423-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Pseudoalteromonadaceae-Pseudoalteromonas-Pseudoalteromonas-atlantica	otu989
FJ040186-1-1511-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Pseudoalteromonadaceae-Pseudoalteromonas-Pseudoalteromonas-haloplanktis	otu990
JN681805-1-1460-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Pseudoalteromonadaceae-Pseudoalteromonas-Pseudoalteromonas-tunicata	otu991
HG529997-1-1373-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Pseudoalteromonadaceae-Pseudoalteromonas-Pseudoalteromonas-sp-AK46	otu992
X92889-1-1416-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Aeromonadaceae-Tolumonas-Tolumonas-auensis	otu993
KF817642-1-1418-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Aeromonadaceae-Aeromonas-Aeromonas-bestiarum	otu994
JN561149-1-1509-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Aeromonadaceae-Aeromonas-Aeromonas-caviae	otu995
JN400040-1-1382-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Aeromonadaceae-Aeromonas-Aeromonas-hydrophila	otu996
JN051353-1-1420-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Aeromonadaceae-Aeromonas-Aeromonas-salmonicida	otu997
ABKM02000052-62913-64440-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Pasteurellaceae-Actinobacillus-Haemophilus-parasuis-29755	otu998
AY362920-1-1364-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Pasteurellaceae-Pasteurella-Pasteurella-dagmatis-ATCC-43325	otu999
JN092614-1-1416-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Pasteurellaceae-Pasteurella-Pasteurella-multocida	otu1000
JN227743-1-1462-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Pasteurellaceae-Haemophilus-Haemophilus-influenzae	otu1001
CP012958-854780-856322-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Pasteurellaceae-Aggregatibacter-Aggregatibacter-actinomycetemcomitans	otu1002
AY362906-1-1362-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Pasteurellaceae-Aggregatibacter-Aggregatibacter-aphrophilus-ATCC-33389	otu1003
AY365448-1-1349-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Pasteurellaceae-Aggregatibacter-Aggregatibacter-segnis	otu1004
U65582-1-1464-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Pasteurellaceae-Actinobacillus-Actinobacillus-minor	otu1005
AY425282-1-1326-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Pasteurellaceae-Mannheimia-Mannheimia-varigena	otu1006
MF417605-1-1422-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Pasteurellaceae-Mannheimia-Mannheimia-haemolytica	otu1007
KJ919954-1-1486-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Pasteurellaceae-Actinobacillus-Actinobacillus-pleuropneumoniae	otu1008
NR_044741-1-Haemophilus-ducreyi-strain-CIP-54-2-16S-ribosomal-RNA-partial-sequence	otu1009
U57075-1-1471-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Pasteurellaceae-Bibersteinia-Bibersteinia-trehalosi	otu1010
NR_074906-1-Mannheimia-succiniciproducens-strain-MBEL55E-16S-ribosomal-RNA-partial-sequence	otu1011
FJ185169-1-1289-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Pasteurellaceae-Actinobacillus-Actinobacillus-succinogenes	otu1012
AF549392-1-1241-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Pasteurellaceae-Histophilus-Histophilus-somni	otu1013
KC951273-1-1393-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Pasteurellaceae-Avibacterium-Avibacterium-paragallinarum	otu1014
JN591755-1-1487-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Hafniaceae-Edwardsiella-Edwardsiella-ictaluri	otu1015
JN555614-1-1390-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Hafniaceae-Edwardsiella-Edwardsiella-tarda	otu1016
JN053269-1-1515-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Enterobacteriaceae-Enterobacter-Enterobacter-sp-BMC3	otu1017
JN644497-1-1542-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Enterobacteriaceae-Enterobacter-Enterobacter-cancerogenus	otu1018
JN652127-1-1497-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Enterobacteriaceae-Citrobacter-Citrobacter-koseri	otu1019
AB045737-1-1534-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Enterobacteriaceae-Citrobacter-Citrobacter-rodentium	otu1020
JN251768-1-1426-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Enterobacteriaceae-Escherichia-Shigella-Escherichia-sp-OES18	otu1021
AX201189-1-1487-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Enterobacteriaceae-Escherichia-Shigella-Shigella-dysenteriae	otu1022
HG738867-2611898-2613439-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Enterobacteriaceae-Escherichia-Shigella-Escherichia-coli-str-K-12-substr-MC4100	otu1023
AJ634381-1-1374-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Enterobacteriaceae-Escherichia-Shigella-Escherichia-albertii	otu1024
JN048649-1-1396-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Enterobacteriaceae-Escherichia-Shigella-Shigella-flexneri	otu1025
JN596117-1-1463-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Enterobacteriaceae-Escherichia-Shigella-Shigella-sonnei	otu1026
JN053272-1-1451-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Enterobacteriaceae-Escherichia-Shigella-Cronobacter-sakazakii	otu1027
AF530475-1-1473-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Enterobacteriaceae-Escherichia-Shigella-Escherichia-fergusonii	otu1028
JN049593-1-1504-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Enterobacteriaceae-Escherichia-Shigella-Shigella-sp-H7	otu1029
JQ073777-1-1506-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Enterobacteriaceae-Escherichia-Shigella-Shigella-boydii	otu1030
EF059860-1-1423-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Enterobacteriaceae-Cronobacter-Cronobacter-turicensis	otu1031
NR_116111-1-Pantoea-citrea-strain-LMG-22049-16S-ribosomal-RNA-partial-sequence	otu1032
KX639818-1-1382-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Enterobacteriaceae-Enterobacter-Citrobacter-youngae	otu1033
JN107746-1-1397-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Enterobacteriaceae-Citrobacter-Citrobacter-freundii	otu1034
AF530068-1-1493-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Enterobacteriaceae-Citrobacter-Citrobacter-sp-BinzhouCLT	otu1035
AB004754-1-1441-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Enterobacteriaceae-Klebsiella-Klebsiella-oxytoca	otu1036
JN049601-1-1503-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Enterobacteriaceae-Klebsiella-Klebsiella-sp-Y6	otu1037
JN228093-1-1508-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Enterobacteriaceae-Enterobacter-Enterobacter-cloacae	otu1038
AB004753-1-1449-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Enterobacteriaceae-Klebsiella-Klebsiella-pneumoniae	otu1039
JN644499-1-1501-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Enterobacteriaceae-Klebsiella-Klebsiella-variicola	otu1040
KY630715-1-1209-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Enterobacteriaceae-Salmonella-Salmonella-enterica	otu1041
JN157646-1-1326-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Erwiniaceae-Pantoea-Erwinia-sp-OCPSB9	otu1042
AJ009930-1-1529-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Erwiniaceae-Erwinia-Erwinia-pyrifoliae	otu1043
JN082730-1-1437-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Erwiniaceae-Pantoea-Pantoea-sp-MR8	otu1044
AB004758-1-1445-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Erwiniaceae-Pantoea-Pantoea-ananatis	otu1045
KY660464-1-1402-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Erwiniaceae-Pantoea-Pantoea-vagans	otu1046
AM055716-1-1502-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Erwiniaceae-Erwinia-Erwinia-tasmaniensis	otu1047
JN175337-1-1529-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Erwiniaceae-Erwinia-Erwinia-billingiae	otu1048
JMUN01000019-3367-4894-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Enterobacteriaceae-Klebsiella-Enterobacter-aerogenes-MGH-77	otu1049
JN600332-1-1531-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Pectobacteriaceae-Pectobacterium-Pectobacterium-atrosepticum	otu1050
JN409472-1-1399-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Yersiniaceae-Serratia-Erwinia-amylovora	otu1051
AJ233435-1-1508-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Yersiniaceae-Serratia-Serratia-proteamaculans	otu1052
AJ233427-1-1516-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Yersiniaceae-Serratia-Serratia-entomophila	otu1053
HG738868-4718017-4719541-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Yersiniaceae-Serratia-Serratia-marcescens-SMB2099	otu1054
AJ233432-1-1502-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Yersiniaceae-Serratia-Serratia-odorifera	otu1055
JN600331-1-1531-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Pectobacteriaceae-Pectobacterium-Pectobacterium-wasabiae-CFBP-3304	otu1056
KJ818367-1-1384-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Pectobacteriaceae-Dickeya-Dickeya-dadantii	otu1057
JQ284040-1-1503-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Pectobacteriaceae-Dickeya-Dickeya-zeae	otu1058
JN185669-1-1357-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Pectobacteriaceae-Pectobacterium-Pectobacterium-carotovorum	otu1059
X75273-1-1441-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Yersiniaceae-Yersinia-Yersinia-frederiksenii	otu1060
AJ232228-1-1328-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Yersiniaceae-Yersinia-Yersinia-pestis	otu1061
Z21939-1-1461-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Yersiniaceae-Yersinia-Yersinia-pseudotuberculosis	otu1062
KJ812974-1-1447-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Yersiniaceae-Yersinia-Yersinia-ruckeri	otu1063
FN908458-1-1251-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Yersiniaceae-Yersinia-Yersinia-intermedia	otu1064
U63135-1-1367-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Yersiniaceae-Yersinia-Yersinia-enterocolitica	otu1065
EF179125-1-1461-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Yersiniaceae-Yersinia-Yersinia-aldovae	otu1066
X75281-1-1489-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Yersiniaceae-Yersinia-Yersinia-bercovieri	otu1067
X75280-1-1482-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Yersiniaceae-Yersinia-Yersinia-mollaretii	otu1068
X75276-1-1475-Bacteria-Proteobacteria-Gammaproteobacteria-Enterobacterales-Yersiniaceae-Yersinia-Yersinia-rohdei	otu1069
